Date,Open,High,Low,Close,Change,Change(%),Ratio(%),Volume,Value(T)
2018-06-20,3020,3030,2950,2960,Fall,180,6,3554869,1057650058
2018-06-21,2950,2990,2910,2910,Fall,50,2,1356029,397973794
2018-06-22,2900,2980,2870,2980,Rise,70,2,2115955,622453776
2018-06-25,2980,3000,2870,2890,Fall,90,3,1430393,416003823
2018-06-26,2810,2910,2810,2820,Fall,70,2,1858128,530487754
2018-06-27,2880,2880,2830,2840,Rise,20,1,1336174,380439842
2018-06-28,2820,2850,2740,2750,Fall,90,3,1974645,546720346
2018-06-29,2800,2900,2780,2840,Rise,90,3,2168781,615609329
2018-07-02,2890,2910,2820,2850,Rise,10,0,1513346,434649351
2018-07-03,2850,2860,2770,2830,Fall,20,1,888352,250335604
2018-07-04,2830,2950,2790,2930,Rise,100,4,1289069,369981672
2018-07-05,2890,2920,2860,2910,Fall,20,1,634943,183884669
2018-07-06,2910,2910,2840,2840,Fall,70,2,763685,218749268
2018-07-09,2860,3030,2860,3010,Rise,170,6,1278894,377660711
2018-07-10,3040,3080,2980,3050,Rise,40,1,1316415,398577189
2018-07-11,3000,3000,2950,2990,Fall,60,2,1330413,396290931
2018-07-12,2960,3000,2950,2970,Fall,20,1,916827,272603678
2018-07-13,2960,3030,2960,2970,Unchnaged,0,0,1019161,304826554
2018-07-16,3000,3010,2890,2970,Unchnaged,0,0,866141,254961957
2018-07-17,2930,2940,2860,2870,Fall,100,3,1370872,394815060
2018-07-18,2870,2900,2850,2850,Fall,20,1,1140634,326992029
2018-07-19,2900,2960,2870,2890,Rise,40,1,1423154,415655984
2018-07-20,2890,2980,2870,2980,Rise,90,3,725510,213333630
2018-07-23,3000,3050,2990,3040,Rise,60,2,889753,269049330
2018-07-24,3060,3070,3010,3010,Fall,30,1,729616,220928890
2018-07-25,2980,3020,2950,2990,Fall,20,1,719555,214936973
2018-07-26,3050,3070,3030,3040,Rise,50,2,846961,258215874
2018-07-27,3060,3090,3020,3090,Rise,50,2,547052,167328985
2018-07-30,3100,3110,3070,3080,Fall,10,0,668563,206620895
2018-07-31,3080,3080,3000,3070,Fall,10,0,1074584,327083940
2018-08-01,3070,3200,3050,3190,Rise,120,4,1470983,461930150
2018-08-02,3200,3260,3190,3250,Rise,60,2,1584068,512725171
2018-08-03,3270,3350,3230,3330,Rise,80,2,1005897,329419146
2018-08-06,3350,3420,3340,3410,Rise,80,2,1433109,485633286
2018-08-07,3350,3400,3330,3350,Fall,60,2,894040,300351054
2018-08-08,3400,3400,3310,3330,Fall,20,1,907102,303655227
2018-08-09,3330,3350,3300,3330,Unchnaged,0,0,696543,231748492
2018-08-10,3350,3470,3350,3390,Rise,60,2,1159615,395433835
2018-08-13,3300,3320,3130,3140,Fall,250,7,1793286,573123884
2018-08-14,3090,3150,3040,3130,Fall,10,0,1548317,480803961
2018-08-15,3150,3220,3020,3210,Rise,80,3,1383673,432789858
2018-08-16,3180,3180,3050,3050,Fall,160,5,1636653,506192544
2018-08-20,3080,3190,3080,3180,Rise,130,4,1013770,318970723
2018-08-21,3130,3180,3120,3150,Fall,30,1,595130,187818130
2018-08-23,3180,3270,3130,3270,Rise,120,4,1558352,503386658
2018-08-24,3270,3290,3230,3270,Unchnaged,0,0,968117,316612131
2018-08-27,3320,3380,3290,3380,Rise,110,3,1123674,376325281
2018-08-28,3330,3380,3300,3330,Fall,50,1,996382,333306393
2018-08-29,3260,3300,3250,3290,Fall,40,1,790966,259361644
2018-08-30,3290,3310,3190,3190,Fall,100,3,835430,271682311
2018-08-31,3180,3180,3110,3180,Fall,10,0,1426651,449271755
2018-09-03,3180,3220,3160,3170,Fall,10,0,643967,205052451
2018-09-04,3200,3200,3090,3110,Fall,60,2,761424,238224547
2018-09-05,3070,3070,2900,2930,Fall,180,6,2125744,628500790
2018-09-06,2910,2990,2910,2960,Rise,30,1,2059989,609031097
2018-09-07,2980,3030,2960,3030,Rise,70,2,1415562,424828682
2018-09-10,3030,3030,2960,2970,Fall,60,2,865476,258522450
2018-09-12,2980,3010,2910,2910,Fall,60,2,1180779,349660942
2018-09-13,2960,3010,2960,3000,Rise,90,3,1255230,374630428
2018-09-14,3030,3070,3000,3070,Rise,70,2,1051249,320157314
2018-09-17,3060,3060,2950,2970,Fall,100,3,913657,272639718
2018-09-18,2970,2980,2920,2940,Fall,30,1,1383818,407698801
2018-09-19,2970,3020,2970,3000,Rise,60,2,1054051,315707373
2018-09-20,3050,3120,3020,3090,Rise,90,3,1545899,475389119
2018-09-21,3150,3190,3120,3120,Rise,30,1,2032133,638657748
2018-09-24,3120,3120,3000,3010,Fall,110,4,952563,289680901
2018-09-25,3010,3030,2980,3030,Rise,20,1,1101154,331481231
2018-09-26,3030,3060,2990,2990,Fall,40,1,667995,202270722
2018-09-27,3000,3080,3000,3070,Rise,80,3,1233730,377337396
2018-09-28,3090,3170,3080,3150,Rise,80,3,1545826,485582632
2018-10-01,3150,3190,3150,3180,Rise,30,1,914363,290120538
2018-10-02,3150,3180,3080,3110,Fall,70,2,1323610,414200366
2018-10-03,3150,3150,3080,3100,Fall,10,0,700570,217963628
2018-10-04,3060,3060,2980,3000,Fall,100,3,1471725,442375323
2018-10-05,3000,3040,2960,2980,Fall,20,1,1454594,435206863
2018-10-08,2970,3010,2960,2970,Fall,10,0,648428,193650549
2018-10-09,2970,3030,2970,3020,Rise,50,2,512040,154092636
2018-10-10,3030,3040,3010,3010,Fall,10,0,612586,185346215
2018-10-11,2930,2950,2870,2910,Fall,100,3,1755051,513181117
2018-10-12,2930,2990,2920,2950,Rise,40,1,1183271,350323653
2018-10-15,2960,3030,2960,3000,Rise,50,2,857435,257196750
2018-10-16,3000,3020,2960,3000,Unchnaged,0,0,650601,194964892
2018-10-17,3060,3080,3030,3070,Rise,70,2,800821,244992694
2018-10-18,3070,3100,3050,3090,Rise,20,1,651334,200187952
2018-10-19,3070,3090,3020,3020,Fall,70,2,809897,247174102
2018-10-22,3010,3080,3010,3050,Rise,30,1,488061,149001643
2018-10-23,3040,3070,3010,3020,Fall,30,1,585542,177383476
2018-10-24,3000,3040,2950,2950,Fall,70,2,845620,251814934
2018-10-25,2910,3000,2910,3000,Rise,50,2,1312102,389475890
2018-10-26,3000,3020,2980,2990,Fall,10,0,662286,198444454
2018-10-29,3000,3020,2950,2950,Fall,40,1,512889,152301081
2018-10-30,2960,3030,2950,3030,Rise,80,3,723851,217975766
2018-10-31,3050,3150,3030,3150,Rise,120,4,2185344,678789243
2018-11-01,3190,3250,3160,3200,Rise,50,2,1971800,631989287
2018-11-02,3240,3290,3190,3280,Rise,80,3,1672755,542629271
2018-11-05,3260,3280,3220,3270,Fall,10,0,795949,258628927
2018-11-06,3280,3330,3260,3330,Rise,60,2,1394654,461468510
2018-11-07,3340,3370,3310,3370,Rise,40,1,1627208,543476316
2018-11-08,3400,3490,3390,3450,Rise,80,2,2002475,689522844
2018-11-09,3430,3430,3330,3340,Fall,110,3,1150863,387891806
2018-11-12,3320,3360,3280,3280,Fall,60,2,770979,254830923
2018-11-13,3280,3360,3230,3350,Rise,70,2,1018842,337289638
2018-11-14,3350,3420,3350,3350,Unchnaged,0,0,1137932,386279594
2018-11-15,3370,3420,3330,3410,Rise,60,2,1068871,362220931
2018-11-16,3430,3550,3420,3490,Rise,80,2,1737687,609312557
2018-11-19,3540,3540,3450,3520,Rise,30,1,786721,274406004
2018-11-21,3420,3470,3350,3430,Fall,90,3,1380691,473298786
2018-11-22,3430,3550,3430,3550,Rise,120,3,1183073,416696520
2018-11-23,3530,3580,3470,3480,Fall,70,2,779108,272648416
2018-11-26,3450,3550,3450,3540,Rise,60,2,820144,289564567
2018-11-27,3480,3620,3480,3600,Rise,60,2,1728788,620162073
2018-11-28,3650,3660,3580,3650,Rise,50,1,960697,348916761
2018-11-29,3700,3760,3680,3710,Rise,60,2,1381827,512792645
2018-11-30,3660,3690,3610,3620,Fall,90,2,2118861,769434443
2018-12-03,3720,3780,3690,3690,Rise,70,2,1367374,511690241
2018-12-04,3690,3750,3680,3710,Rise,20,1,1344119,499189701
2018-12-05,3640,3680,3610,3650,Fall,60,2,1401368,510568191
2018-12-06,3640,3680,3610,3650,Unchnaged,0,0,1088273,397803879
2018-12-07,3640,3660,3610,3620,Fall,30,1,1112391,404584103
2018-12-10,3610,3630,3570,3610,Fall,10,0,930754,335169993
2018-12-11,3610,3630,3580,3620,Rise,10,0,1126672,406481952
2018-12-12,3620,3640,3590,3620,Unchnaged,0,0,885203,320380247
2018-12-13,3690,3690,3650,3680,Rise,60,2,1062838,390298203
2018-12-14,3670,3690,3640,3680,Unchnaged,0,0,1229095,450761943
2018-12-17,3650,3680,3600,3600,Fall,80,2,1246698,454107581
2018-12-18,3550,3640,3550,3630,Rise,30,1,1187389,427817160
2018-12-19,3600,3670,3600,3670,Rise,40,1,1330975,486171281
2018-12-20,3610,3660,3610,3650,Fall,20,1,673290,245204596
2018-12-21,3610,3630,3600,3620,Fall,30,1,1744670,631249419
2018-12-26,3550,3630,3520,3600,Fall,20,1,834068,299744602
2018-12-27,3650,3670,3620,3660,Rise,60,2,717178,261295300
2018-12-28,3680,3680,3650,3660,Unchnaged,0,0,1229457,450273119
2019-01-02,3610,3640,3590,3610,Fall,50,1,749451,270856824
2019-01-03,3580,3640,3580,3620,Rise,10,0,934583,337066868
2019-01-04,3620,3660,3610,3660,Rise,40,1,1144596,416618287
2019-01-07,3700,3710,3660,3660,Unchnaged,0,0,746411,275285413
2019-01-08,3660,3680,3630,3680,Rise,20,1,813619,298072297
2019-01-09,3710,3740,3690,3720,Rise,40,1,1193903,444316048
2019-01-10,3740,3750,3710,3750,Rise,30,1,1419268,530374570
2019-01-11,3760,3770,3700,3730,Fall,20,1,1078613,402102622
2019-01-14,3730,3790,3730,3790,Rise,60,2,1150675,432002938
2019-01-15,3770,3790,3740,3780,Fall,10,0,1408602,531130980
2019-01-16,3790,3800,3760,3780,Unchnaged,0,0,1037726,391851998
2019-01-17,3790,3840,3780,3810,Rise,30,1,1198594,456257673
2019-01-18,3850,3850,3790,3820,Rise,10,0,960966,366604657
2019-01-21,3800,3830,3800,3800,Fall,20,1,809260,308051192
2019-01-22,3770,3790,3740,3770,Fall,30,1,1196876,450420609
2019-01-23,3760,3810,3730,3770,Unchnaged,0,0,1634587,616377985
2019-01-24,3750,3810,3750,3790,Rise,20,1,1761665,667728589
2019-01-25,3820,3820,3780,3780,Fall,10,0,1271413,482643710
2019-01-28,3750,3790,3750,3780,Unchnaged,0,0,935811,353357546
2019-01-29,3780,3820,3650,3690,Fall,90,2,1876135,702235857
2019-01-30,3700,3760,3700,3750,Rise,60,2,1447475,540398074
2019-01-31,3800,3870,3800,3850,Rise,100,3,2524485,968760830
2019-02-01,3880,3930,3870,3920,Rise,70,2,1401059,548129845
2019-02-04,3950,3950,3890,3900,Fall,20,1,759556,296725914
2019-02-06,3920,3940,3910,3920,Rise,20,1,780739,306345683
2019-02-07,3930,3930,3890,3930,Rise,10,0,829383,324941987
2019-02-08,3860,3910,3850,3890,Fall,40,1,784730,305589816
2019-02-11,3890,3920,3860,3870,Fall,20,1,555876,215534600
2019-02-12,3900,3900,3820,3850,Fall,20,1,949614,366163427
2019-02-13,3890,3890,3780,3790,Fall,60,2,1081811,412598470
2019-02-14,3820,3850,3750,3800,Rise,10,0,1195424,451945962
2019-02-15,3840,3840,3750,3770,Fall,30,1,877382,330883872
2019-02-18,3790,3860,3790,3840,Rise,70,2,936624,359076029
2019-02-19,3900,4000,3880,3910,Rise,70,2,1399460,549440416
2019-02-20,3910,3940,3860,3890,Fall,20,1,1240665,482867602
2019-02-21,3830,3940,3830,3910,Rise,20,1,1145409,445942869
2019-02-22,3860,3910,3860,3900,Fall,10,0,817006,317645477
2019-02-25,3940,3970,3900,3960,Rise,60,2,1067305,419827391
2019-02-26,3960,3970,3910,3940,Fall,20,1,614188,241803792
2019-02-27,3910,3920,3850,3870,Fall,70,2,880621,341493814
2019-02-28,3850,3870,3840,3850,Fall,20,1,1064923,410000455
2019-03-01,3870,3890,3860,3870,Rise,20,1,714319,276105383
2019-03-04,3900,3920,3880,3880,Rise,10,0,570269,221775957
2019-03-05,3900,3900,3860,3860,Fall,20,1,706157,273341731
2019-03-06,3890,3920,3860,3900,Rise,40,1,565087,220088889
2019-03-08,3820,3880,3810,3850,Fall,50,1,1297847,499641101
2019-03-11,3900,3900,3830,3850,Unchnaged,0,0,696761,269390233
2019-03-12,3880,3890,3810,3830,Fall,20,1,794688,305031023
2019-03-13,3800,3810,3780,3800,Fall,30,1,840772,319287620
2019-03-14,3780,3870,3780,3870,Rise,70,2,1382442,529847184
2019-03-15,3900,3980,3890,3980,Rise,110,3,2013130,795193748
2019-03-18,3990,4040,3980,4040,Rise,60,2,1184051,475264289
2019-03-19,4040,4050,3970,3990,Fall,50,1,957865,382208551
2019-03-20,3960,4010,3960,3980,Fall,10,0,1213028,483767300
2019-03-21,4010,4040,3970,3980,Unchnaged,0,0,1421092,567034120
2019-03-22,4030,4070,4000,4060,Rise,80,2,1228239,496076004
2019-03-25,4030,4040,3990,4000,Fall,60,1,1200257,481274718
2019-03-26,4050,4080,4010,4060,Rise,60,2,1025007,415768969
2019-03-27,4080,4080,4040,4040,Fall,20,0,855688,346730686
2019-03-28,4070,4100,4030,4100,Rise,60,1,852727,346654835
2019-03-29,4050,4140,4050,4120,Rise,20,0,1311601,539368077
2019-04-01,4140,4160,4130,4140,Rise,20,0,838461,347912662
2019-04-02,4170,4170,4130,4150,Rise,10,0,639490,265098373
2019-04-04,4180,4280,4140,4220,Rise,70,2,816096,344448968
2019-04-05,4260,4290,4250,4260,Rise,40,1,687499,293539676
2019-04-08,4290,4290,4210,4290,Rise,30,1,996773,423132649
2019-04-09,4280,4350,4260,4310,Rise,20,0,1057328,455485850
2019-04-10,4300,4320,4260,4320,Rise,10,0,1307005,562995511
2019-04-11,4300,4320,4280,4300,Fall,20,0,1984018,854250534
2019-04-12,4300,4320,4280,4310,Rise,10,0,1204592,518870254
2019-04-15,4350,4360,4310,4350,Rise,40,1,641604,279107473
2019-04-16,4330,4360,4320,4340,Fall,10,0,908377,394425516
2019-04-18,4450,4730,4380,4460,Rise,120,3,1820350,813358072
2019-04-22,4460,4460,4410,4440,Fall,20,0,1019635,452530826
2019-04-23,4410,4450,4410,4430,Fall,10,0,548408,242966170
2019-04-24,4410,4430,4400,4400,Fall,30,1,1728101,762388858
2019-04-25,4380,4390,4260,4330,Fall,70,2,1844632,799683937
2019-04-26,4240,4360,4210,4330,Unchnaged,0,0,1328740,569663803
2019-04-29,4290,4350,4280,4340,Rise,10,0,769167,333667265
2019-04-30,4390,4410,4340,4370,Rise,30,1,1278040,557506351
2019-05-02,4420,4420,4340,4370,Unchnaged,0,0,1269017,554526329
2019-05-03,4330,4400,4310,4380,Rise,10,0,1094851,477691276
2019-05-06,4300,4300,4190,4230,Fall,150,3,1430098,605042847
2019-05-07,4210,4280,4210,4250,Rise,20,0,1127891,480092673
2019-05-08,4250,4250,4180,4220,Fall,30,1,1201525,507620175
2019-05-09,4140,4160,4120,4120,Fall,100,2,1633400,675264672
2019-05-10,4100,4160,4090,4120,Unchnaged,0,0,1202829,495266887
2019-05-13,4130,4140,4100,4100,Fall,20,0,718772,295863380
2019-05-14,4000,4090,3970,4050,Fall,50,1,1150904,464483943
2019-05-15,4050,4060,3890,3890,Fall,160,4,1673946,660611968
2019-05-16,3940,3990,3820,3860,Fall,30,1,1440948,560890517
2019-05-17,3910,3910,3770,3790,Fall,70,2,1551990,590164300
2019-05-20,3800,3850,3660,3750,Fall,40,1,1652758,623633099
2019-05-21,3800,3840,3710,3750,Unchnaged,0,0,2065325,778414152
2019-05-22,3710,3830,3710,3770,Rise,20,1,1186338,447768673
2019-05-23,3820,3890,3800,3850,Rise,80,2,2092269,805722947
2019-05-24,3780,3930,3770,3850,Unchnaged,0,0,1503984,578142526
2019-05-27,3900,3970,3860,3920,Rise,70,2,1235784,485524017
2019-05-28,3930,3950,3810,3810,Fall,110,3,3766218,1441744217
2019-05-29,3890,3950,3860,3940,Rise,130,3,1397132,547947836
2019-05-31,3990,4120,3980,4100,Rise,160,4,2611042,1065440365
2019-06-10,4220,4270,4200,4230,Rise,130,3,1967453,832739784
2019-06-11,4250,4250,4150,4230,Unchnaged,0,0,1162709,490566755
2019-06-12,4170,4210,4170,4210,Fall,20,0,929041,390274674
2019-06-13,4250,4250,4180,4200,Fall,10,0,1168257,491356363
2019-06-14,4170,4240,4170,4230,Rise,30,1,722988,304368884
2019-06-17,4250,4250,4200,4200,Fall,30,1,551936,232338978
2019-06-18,4180,4260,4180,4260,Rise,60,1,1583422,671667714
2019-06-19,4320,4340,4280,4290,Rise,30,1,1672206,719241886
2019-06-20,4330,4330,4280,4310,Rise,20,0,1077157,463648097
2019-06-21,4290,4360,4260,4360,Rise,50,1,1701911,735094846
2019-06-24,4310,4350,4290,4310,Fall,50,1,825696,356656682
2019-06-25,4350,4350,4290,4330,Rise,20,0,594560,256866453
2019-06-26,4330,4370,4320,4360,Rise,30,1,1028502,447625289
2019-06-27,4380,4390,4350,4380,Rise,20,0,817466,356848023
2019-06-28,4370,4400,4350,4360,Fall,20,0,1025807,447958231
2019-07-01,4400,4420,4380,4420,Rise,60,1,1048449,461902133
2019-07-02,4420,4420,4360,4410,Fall,10,0,1344402,590293213
2019-07-03,4390,4420,4360,4400,Fall,10,0,743719,325874963
2019-07-04,4360,4400,4360,4390,Fall,10,0,386879,169791953
2019-07-05,4420,4420,4380,4400,Rise,10,0,537712,236769229
2019-07-08,4380,4410,4370,4400,Unchnaged,0,0,462332,203313872
2019-07-09,4370,4410,4370,4410,Rise,10,0,647183,284625790
2019-07-10,4410,4480,4400,4470,Rise,60,1,809777,361068228
2019-07-11,4490,4540,4480,4510,Rise,40,1,914165,413055387
2019-07-12,4510,4540,4490,4510,Unchnaged,0,0,645754,291519553
2019-07-15,4540,4560,4520,4530,Rise,20,0,689548,313310598
2019-07-16,4500,4550,4500,4550,Rise,20,0,844774,383579529
2019-07-17,4520,4550,4500,4520,Fall,30,1,653034,295080873
2019-07-18,4500,4510,4440,4450,Fall,70,2,770282,344303435
2019-07-19,4450,4490,4440,4480,Rise,30,1,643351,287882477
2019-07-22,4500,4510,4460,4500,Rise,20,0,419444,188491179
2019-07-23,4500,4500,4470,4490,Fall,10,0,433173,194209218
2019-07-24,4520,4520,4440,4450,Fall,40,1,530531,236429205
2019-07-25,4470,4480,4450,4460,Rise,10,0,604040,269653550
2019-07-26,4410,4470,4400,4440,Fall,20,0,773815,344015753
2019-07-29,4480,4480,4440,4460,Rise,20,0,918770,409849431
2019-07-30,4500,4500,4460,4500,Rise,40,1,687558,308699558
2019-07-31,4500,4510,4450,4480,Fall,20,0,1058346,473844308
2019-08-01,4490,4510,4410,4450,Fall,30,1,1436266,639341665
2019-08-02,4400,4470,4390,4450,Unchnaged,0,0,1193425,529141801
2019-08-05,4410,4420,4270,4270,Fall,180,4,1508372,649421766
2019-08-06,4100,4210,4020,4100,Fall,170,4,2476368,1020676407
2019-08-07,4140,4290,4140,4250,Rise,150,4,1469764,618149027
2019-08-08,4250,4320,4250,4290,Rise,40,1,933365,400412796
2019-08-09,4330,4350,4300,4330,Rise,40,1,824713,357189183
2019-08-12,4380,4380,4290,4300,Fall,30,1,510572,220426096
2019-08-13,4330,4330,4250,4280,Fall,20,0,801336,342612639
2019-08-14,4330,4350,4310,4330,Rise,50,1,932732,403697202
2019-08-15,4210,4280,4180,4250,Fall,80,2,1152332,489997878
2019-08-16,4250,4260,4200,4210,Fall,40,1,936069,394580594
2019-08-19,4130,4220,4130,4180,Fall,30,1,603690,252756432
2019-08-20,4180,4200,4090,4100,Fall,80,2,1026192,423374622
2019-08-21,4100,4170,4040,4050,Fall,50,1,843864,343630806
2019-08-22,4060,4140,4000,4070,Rise,20,0,1240794,504581195
2019-08-23,4030,4100,4020,4080,Rise,10,0,582369,236855154
2019-08-26,4020,4070,4000,4070,Fall,10,0,647880,262382613
2019-08-27,4130,4210,4080,4200,Rise,130,3,1782018,745760817
2019-08-28,4220,4240,4190,4190,Fall,10,0,999572,420009569
2019-08-29,4220,4220,4160,4200,Rise,10,0,680271,285326695
2019-08-30,4190,4270,4120,4270,Rise,70,2,1089981,459942056
2019-09-02,4270,4280,4210,4220,Fall,50,1,684729,290065237
2019-09-03,4180,4270,4130,4150,Fall,70,2,761559,317643903
2019-09-04,4180,4180,4100,4160,Rise,10,0,766860,317362690
2019-09-05,4220,4230,4180,4220,Rise,60,1,771316,325026370
2019-09-06,4260,4290,4250,4270,Rise,50,1,1144252,488986453
2019-09-09,4290,4290,4170,4170,Fall,100,2,683179,286293713
2019-09-10,4180,4190,4150,4190,Rise,20,0,692870,288872582
2019-09-11,4150,4260,4150,4250,Rise,60,1,1143082,480120110
2019-09-12,4300,4350,4270,4280,Rise,30,1,871014,374576772
2019-09-13,4320,4320,4280,4310,Rise,30,1,560928,241294007
2019-09-16,4290,4290,4100,4190,Fall,120,3,1326166,556338393
2019-09-17,4160,4250,4130,4250,Rise,60,1,1071256,450094634
2019-09-18,4240,4260,4210,4240,Fall,10,0,764068,323923799
2019-09-19,4200,4230,4200,4220,Fall,20,0,921081,388364123
2019-09-20,4200,4220,4130,4160,Fall,60,1,2175042,905451991
2019-09-23,4160,4200,4160,4180,Rise,20,0,849003,354759569
2019-09-24,4160,4160,4110,4110,Fall,70,2,950762,392289993
2019-09-25,4070,4120,4020,4080,Fall,30,1,831553,339940055
2019-09-26,4110,4210,4100,4210,Rise,130,3,801208,333233716
2019-09-27,4210,4210,4160,4180,Fall,30,1,576664,241103838
2019-09-30,4200,4200,4110,4120,Fall,60,1,763455,315271149
2019-10-01,4120,4130,4070,4070,Fall,50,1,795509,325506393
2019-10-02,4050,4090,3920,3930,Fall,140,3,1663462,663582194
2019-10-03,3870,3890,3810,3810,Fall,120,3,1776255,683843148
2019-10-04,3880,3960,3860,3950,Rise,140,4,938498,368797180
2019-10-07,3970,3990,3860,3900,Fall,50,1,1267057,496861690
2019-10-08,3960,3960,3890,3930,Rise,30,1,1197960,469228251
2019-10-09,3950,3990,3920,3960,Rise,30,1,1178321,466755670
2019-10-10,3970,3990,3880,3890,Fall,70,2,1078571,422682576
2019-10-11,3950,3960,3910,3920,Rise,30,1,1022066,401414213
2019-10-14,3950,3980,3910,3920,Unchnaged,0,0,1097828,432574047
2019-10-15,3970,3970,3890,3940,Rise,20,1,1280909,503172178
2019-10-16,3960,3990,3940,3990,Rise,50,1,820100,325440468
2019-10-17,4000,4050,3990,4050,Rise,60,2,1045470,421468928
2019-10-18,4050,4190,4050,4170,Rise,120,3,1036134,427702123
2019-10-21,4170,4190,4110,4120,Fall,50,1,811213,335828539
2019-10-22,4080,4140,4070,4140,Rise,20,0,825864,339207664
2019-10-23,4150,4180,4080,4180,Rise,40,1,1271729,526331337
2019-10-24,4180,4300,4180,4300,Rise,120,3,1570222,667871068
2019-10-25,4300,4320,4220,4230,Fall,70,2,1122966,479879672
2019-10-28,4230,4260,4220,4230,Unchnaged,0,0,383526,162418591
2019-10-29,4240,4250,4180,4230,Unchnaged,0,0,824941,347830507
2019-10-30,4260,4260,4190,4250,Rise,20,0,474420,200602088
2019-10-31,4210,4240,4160,4210,Fall,40,1,755862,317742283
2019-11-01,4220,4220,4150,4180,Fall,30,1,632814,264213515
2019-11-04,4180,4210,4150,4160,Fall,20,0,502722,209704271
2019-11-05,4190,4300,4170,4300,Rise,140,3,1325450,564173441
2019-11-06,4330,4330,4160,4160,Fall,140,3,1325004,557238913
2019-11-07,4160,4160,3960,4000,Fall,160,4,2923236,1173441232
2019-11-08,4010,4030,3980,3990,Fall,10,0,1346181,538178729
2019-11-11,3950,4000,3950,4000,Rise,10,0,1140795,454249557
2019-11-12,4000,4030,3980,4000,Unchnaged,0,0,1097751,439394980
2019-11-13,4000,4010,3920,3960,Fall,40,1,1500885,595357764
2019-11-14,3950,3970,3900,3940,Fall,20,1,1180660,463888413
2019-11-15,4000,4100,3960,4090,Rise,150,4,1220073,495126421
2019-11-18,4090,4140,4050,4120,Rise,30,1,931475,382192590
2019-11-19,4150,4190,4080,4190,Rise,70,2,1411812,584411721
2019-11-20,4170,4260,4150,4220,Rise,30,1,1548084,652759326
2019-11-21,4200,4230,4140,4220,Unchnaged,0,0,1141917,477939575
2019-11-22,4230,4250,4160,4210,Fall,10,0,746964,314152279
2019-11-25,4150,4180,4120,4130,Fall,80,2,565938,234550572
2019-11-26,4150,4180,4100,4150,Rise,20,0,2220769,921057510
2019-11-27,4100,4210,4100,4170,Rise,20,0,662814,276637535
2019-11-28,4130,4170,4050,4050,Fall,120,3,617200,253088412
2019-11-29,4060,4120,4010,4090,Rise,40,1,641992,262634736
2019-12-02,4150,4210,4120,4210,Rise,120,3,553969,231646231
2019-12-03,4210,4220,4160,4170,Fall,40,1,437177,183031906
2019-12-04,4200,4200,4120,4130,Fall,40,1,506212,209889019
2019-12-05,4200,4230,4170,4220,Rise,90,2,727841,306365124
2019-12-06,4250,4250,4170,4170,Fall,50,1,672026,281578621
2019-12-09,4190,4210,4150,4180,Rise,10,0,478390,199951941
2019-12-10,4140,4180,4130,4170,Fall,10,0,800113,332283304
2019-12-11,4190,4210,4160,4210,Rise,40,1,629626,264069267
2019-12-12,4230,4270,4210,4250,Rise,40,1,1255510,533519256
2019-12-13,4280,4290,4240,4280,Rise,30,1,1676166,716450237
2019-12-16,4300,4350,4290,4330,Rise,50,1,1789555,774712435
2019-12-17,4360,4360,4300,4350,Rise,20,0,1410469,612042130
2019-12-18,4380,4400,4350,4400,Rise,50,1,1583457,694291772
2019-12-19,4350,4370,4320,4350,Fall,50,1,940176,408630960
2019-12-20,4350,4370,4320,4360,Rise,10,0,1562139,680086439
2019-12-23,4450,4470,4360,4450,Rise,90,2,1232767,545617867
2019-12-26,4420,4450,4400,4410,Fall,40,1,502340,221927481
2019-12-27,4380,4440,4380,4430,Rise,20,0,564659,249995260
2019-12-30,4450,4450,4360,4400,Fall,30,1,664402,292410431
2020-01-02,4400,4410,4360,4410,Rise,10,0,417141,183508035
2020-01-03,4420,4440,4390,4420,Rise,10,0,828983,365419087
2020-01-06,4360,4390,4320,4370,Fall,50,1,442251,193264286
2020-01-07,4410,4410,4380,4400,Rise,30,1,1039481,457199315
2020-01-08,4380,4400,4340,4380,Fall,20,0,1717512,753423105
2020-01-09,4400,4420,4370,4400,Rise,20,0,720720,316731147
2020-01-10,4430,4430,4390,4410,Rise,10,0,1248092,551127050
2020-01-13,4430,4510,4420,4510,Rise,100,2,1113514,499268600
2020-01-14,4540,4600,4520,4570,Rise,60,1,1584142,723842665
2020-01-15,4570,4580,4530,4580,Rise,10,0,1025667,468025745
2020-01-16,4570,4590,4510,4570,Fall,10,0,1339861,612161277
2020-01-17,4620,4640,4600,4630,Rise,60,1,1211755,560459038
2020-01-20,4690,4690,4630,4660,Rise,30,1,818375,381440248
2020-01-21,4670,4680,4640,4670,Rise,10,0,738396,344701330
2020-01-22,4680,4710,4670,4710,Rise,40,1,823705,387041994
2020-01-23,4720,4760,4690,4740,Rise,30,1,1398612,662711604
2020-01-24,4730,4750,4680,4740,Unchnaged,0,0,960174,453980997
2020-01-27,4700,4700,4640,4650,Fall,90,2,937046,437352742
2020-01-28,4580,4640,4570,4620,Fall,30,1,953946,439516769
2020-01-29,4620,4660,4600,4620,Unchnaged,0,0,1948718,901407201
2020-01-30,4700,4700,4580,4580,Fall,40,1,877263,403103861
2020-01-31,4570,4580,4460,4460,Fall,120,3,1370555,613893834
2020-02-03,4460,4490,4450,4460,Unchnaged,0,0,1315846,587580635
2020-02-04,4690,4690,4520,4560,Rise,100,2,1123774,512752769
