Date,Open,High,Low,Close,Change,Change(%),Ratio(%),Volume,Value(T)
2014-05-05,2000,2020,1990,2010,Rise,0,0,708885,142295267
2014-05-06,1990,2010,1990,2000,Fall,10,0,334655,67271960
2014-05-07,2010,2030,1995,2030,Rise,30,1,1696020,341794295
2014-05-08,2040,2050,2010,2010,Fall,20,1,815635,165402545
2014-05-09,2030,2030,2000,2020,Rise,10,0,865555,174250455
2014-05-12,2030,2040,2010,2010,Fall,10,0,905590,183875190
2014-05-13,2030,2030,1995,2010,Fall,0,0,995370,200152315
2014-05-14,2020,2110,2010,2110,Rise,100,5,2405630,495552580
2014-05-16,2140,2180,2120,2150,Rise,40,2,2252255,483723285
2014-05-19,2190,2210,2130,2190,Rise,40,2,1784825,388753160
2014-05-20,2170,2170,2080,2110,Fall,80,4,2039830,429373375
2014-05-21,2090,2120,2070,2090,Fall,20,1,1032340,217029305
2014-05-22,2110,2170,2110,2160,Rise,70,3,1447730,311300997
2014-05-23,2160,2180,2150,2160,Rise,0,0,669075,144815975
2014-05-26,2180,2180,2120,2130,Fall,30,1,656410,140895967
2014-05-28,2120,2140,2110,2140,Rise,10,0,1050900,224047342
2014-05-30,2150,2180,2040,2040,Fall,100,5,2864025,597366347
2014-06-02,2080,2080,2050,2060,Rise,20,1,1492725,307831552
2014-06-03,2070,2070,2050,2070,Rise,10,0,1053890,217639875
2014-06-04,2060,2070,2040,2050,Fall,20,1,1461245,300404097
2014-06-05,2040,2040,2000,2030,Fall,20,1,1676890,338742170
2014-06-06,2010,2030,2000,2010,Fall,20,1,1893380,381958030
2014-06-09,2010,2020,1975,1975,Fall,35,2,2350975,468170467
2014-06-10,1990,2040,1990,2040,Rise,65,4,2358950,477197532
2014-06-11,2040,2050,2020,2050,Rise,10,0,1275270,260068937
2014-06-12,2050,2050,2010,2030,Fall,20,1,1127300,228963717
2014-06-13,2030,2040,2020,2030,Rise,0,0,630730,128172390
2014-06-16,2040,2040,2000,2030,Fall,0,0,879000,178051240
2014-06-17,2040,2040,2010,2030,Rise,0,0,801675,162822467
2014-06-18,2030,2030,2010,2020,Fall,10,1,877400,177430025
2014-06-19,2020,2030,2000,2010,Fall,10,0,787400,158468547
2014-06-20,2040,2050,2000,2000,Fall,10,0,1198650,243191715
2014-06-23,2010,2020,1985,1985,Fall,15,1,1687220,336947855
2014-06-24,1975,2010,1970,2000,Rise,15,1,1186495,237059930
2014-06-25,1995,2020,1995,2010,Rise,10,1,1346610,271192020
2014-06-26,2030,2030,2000,2010,Fall,0,0,1743315,351173225
2014-06-27,2000,2020,2000,2020,Rise,10,0,1110255,223288250
2014-06-30,2020,2060,2020,2060,Rise,40,2,1837195,376619420
2014-07-01,2060,2070,2050,2070,Rise,10,0,809915,167111657
2014-07-02,2080,2080,2050,2060,Fall,10,1,649855,134018597
2014-07-03,2050,2060,2030,2030,Fall,30,1,1926285,395517187
2014-07-04,2020,2060,2020,2040,Rise,10,0,837920,171643617
2014-07-07,2080,2110,2060,2110,Rise,70,3,2683760,562019825
2014-07-08,2170,2290,2170,2230,Rise,120,6,3219025,717922332
2014-07-10,2400,2440,2300,2330,Rise,100,4,5039195,1184640625
2014-07-11,2300,2320,2250,2300,Fall,30,1,2345745,536454917
2014-07-14,2300,2300,2230,2270,Fall,30,1,2171805,492401097
2014-07-15,2280,2320,2270,2320,Rise,50,2,1243405,286278045
2014-07-16,2310,2350,2280,2280,Fall,40,2,1735775,403026235
2014-07-17,2290,2310,2260,2280,Rise,0,0,1358050,310396182
2014-07-18,2270,2310,2270,2310,Rise,30,1,796545,183518292
2014-07-21,2330,2360,2310,2340,Rise,30,1,1753180,409418865
2014-07-22,2340,2360,2260,2280,Fall,60,2,3062085,704914010
2014-07-23,2300,2320,2270,2280,Fall,0,0,2062535,473267652
2014-07-24,2280,2310,2250,2270,Fall,10,0,2237275,507994247
2014-07-25,2290,2290,2240,2240,Fall,30,2,1621260,365299670
2014-08-04,2270,2270,2150,2190,Fall,50,2,4024695,883315952
2014-08-05,2190,2190,2150,2160,Fall,30,1,2226150,482582107
2014-08-06,2140,2140,2120,2120,Fall,40,2,2211880,471747940
2014-08-07,2120,2160,2120,2160,Rise,40,2,1609825,344846270
2014-08-08,2160,2160,2130,2150,Fall,10,0,1102810,236648772
2014-08-11,2170,2190,2160,2180,Rise,30,2,1427035,310883945
2014-08-12,2180,2210,2170,2180,Fall,0,0,865375,189458680
2014-08-13,2180,2180,2160,2180,Rise,0,0,1308345,284171990
2014-08-14,2180,2180,2160,2160,Fall,20,1,1423800,308600340
2014-08-15,2160,2170,2150,2150,Fall,10,1,1408280,303645440
2014-08-18,2150,2170,2140,2160,Rise,10,0,1304560,282016312
2014-08-19,2180,2180,2160,2170,Rise,10,0,2187270,475821420
2014-08-20,2180,2210,2170,2200,Rise,30,2,2213110,487509550
2014-08-21,2220,2240,2190,2240,Rise,40,2,1998320,444858285
2014-08-22,2240,2260,2220,2250,Rise,10,1,1509440,338838212
2014-08-25,2250,2260,2230,2260,Rise,10,0,972760,219583575
2014-08-26,2230,2250,2210,2210,Fall,50,2,1791225,398644035
2014-08-27,2220,2230,2210,2220,Rise,10,0,848355,188706610
2014-08-28,2230,2230,2220,2220,Fall,0,0,708790,157827570
2014-08-29,2230,2230,2200,2210,Fall,10,0,981220,217416437
2014-09-01,2220,2220,2200,2210,Unchnaged,0,0,276080,61067937
2014-09-02,2200,2230,2200,2220,Rise,10,0,599285,133102060
2014-09-03,2230,2230,2210,2220,Rise,0,0,749705,166882615
2014-09-04,2220,2230,2210,2210,Fall,10,1,864220,191844250
2014-09-05,2230,2230,2180,2190,Fall,20,1,1478115,324684997
2014-09-08,2190,2210,2190,2190,Unchnaged,0,0,1625645,356755707
2014-09-09,2180,2190,2160,2160,Fall,30,1,1863865,405187760
2014-09-10,2170,2170,2130,2150,Fall,10,1,1503115,322597832
2014-09-11,2160,2170,2140,2140,Fall,10,0,1126520,243680097
2014-09-12,2140,2140,2100,2110,Fall,30,1,2061045,435901850
2014-09-15,2060,2100,2060,2080,Fall,30,1,1970695,411418555
2014-09-16,2090,2100,2060,2060,Fall,20,1,2043440,422512192
2014-09-17,2080,2090,2070,2080,Rise,20,1,1866445,388260177
2014-09-18,2070,2120,2070,2100,Rise,20,1,1871200,392756385
2014-09-19,2120,2190,2110,2160,Rise,60,3,2026345,437413000
2014-09-22,2160,2170,2140,2160,Unchnaged,0,0,1037470,224427337
2014-09-23,2150,2160,2120,2130,Fall,30,1,1250470,267047210
2014-09-24,2130,2140,2120,2120,Fall,10,0,730845,155590335
2014-09-25,2150,2160,2130,2150,Rise,30,2,1161215,249625612
2014-09-26,2110,2110,2070,2070,Fall,80,4,2748005,572557190
2014-09-29,2060,2090,2030,2070,Rise,0,0,1774390,366870832
2014-09-30,2080,2090,2060,2080,Rise,10,0,2473130,514942322
2014-10-01,2100,2160,2100,2150,Rise,70,3,2285740,487324772
2014-10-02,2100,2120,2070,2070,Fall,80,4,1787505,373871462
2014-10-03,2070,2080,2000,2000,Fall,70,3,2824160,570792750
2014-10-06,2040,2110,2010,2100,Rise,100,5,1451135,298675867
2014-10-07,2130,2130,2070,2090,Fall,10,0,980710,205671802
2014-10-08,2070,2090,2020,2020,Fall,70,4,2245530,462859772
2014-10-09,2050,2060,2040,2050,Rise,30,1,893765,183615775
2014-10-10,2000,2030,2000,2020,Fall,30,1,1206860,244298772
2014-10-13,2010,2020,2000,2010,Fall,10,0,812130,163557335
2014-10-14,2000,2040,2000,2020,Rise,10,0,1341580,271182027
2014-10-15,2040,2070,2020,2070,Rise,50,2,1058070,217422257
2014-10-16,2040,2070,2020,2040,Fall,30,1,1544585,316889242
2014-10-17,2050,2150,2040,2140,Rise,100,5,3636780,766671442
2014-10-20,2170,2210,2140,2140,Unchnaged,0,0,2237295,488139472
2014-10-21,2130,2140,2080,2110,Fall,30,1,1471495,310232540
2014-10-22,2140,2150,2120,2140,Rise,30,1,1100505,235478347
2014-10-23,2160,2170,2140,2170,Rise,30,1,2364935,511288312
2014-10-24,2110,2170,2110,2160,Fall,10,0,1490890,320990960
2014-10-27,2170,2170,2110,2110,Fall,50,2,960590,203530585
2014-10-28,2110,2110,2090,2100,Fall,10,0,1284875,270338862
2014-10-29,2120,2160,2110,2160,Rise,60,3,1395910,299567237
2014-10-30,2180,2180,2140,2160,Unchnaged,0,0,821100,177263667
2014-10-31,2180,2210,2160,2210,Rise,50,2,1722730,378145277
2014-11-03,2220,2220,2190,2220,Rise,10,0,1025550,227265667
2014-11-04,2190,2230,2190,2200,Fall,20,1,488045,108104552
2014-11-05,2200,2220,2180,2210,Rise,10,0,516125,113899325
2014-11-06,2220,2220,2140,2160,Fall,50,2,946265,205796607
2014-11-07,2140,2160,2120,2130,Fall,30,1,827990,176985122
2014-11-10,2120,2140,2120,2130,Rise,0,0,586175,125209830
2014-11-11,2150,2190,2140,2180,Rise,50,2,811480,176662985
2014-11-12,2190,2210,2170,2190,Rise,10,0,1003615,219900715
2014-11-13,2200,2200,2180,2200,Rise,10,0,833900,183235130
2014-11-14,2200,2220,2200,2210,Rise,10,1,1407995,311936980
2014-11-17,2220,2230,2200,2210,Unchnaged,0,0,974325,216245945
2014-11-18,2230,2240,2210,2230,Rise,20,1,1276825,283838577
2014-11-19,2230,2240,2220,2220,Fall,10,0,1066755,237791810
2014-11-20,2200,2220,2190,2220,Rise,0,0,579945,128224535
2014-11-21,2230,2240,2210,2230,Rise,10,0,937740,209213752
2014-11-24,2240,2250,2240,2250,Rise,20,1,953000,214343200
2014-11-25,2260,2280,2250,2250,Rise,0,0,1426050,322939542
2014-11-26,2270,2300,2260,2290,Rise,40,2,876530,200530262
2014-11-27,2300,2300,2280,2300,Rise,10,0,560640,128855902
2014-11-28,2300,2310,2290,2300,Rise,0,0,756790,174258482
2014-12-01,2300,2340,2300,2320,Rise,20,1,1120510,260306657
2014-12-02,2330,2340,2320,2330,Rise,10,0,808110,188387465
2014-12-03,2330,2340,2310,2320,Fall,10,0,1083205,252396487
2014-12-04,2300,2310,2290,2290,Fall,30,1,1370845,315151737
2014-12-05,2300,2300,2290,2290,Unchnaged,0,0,1067790,245377725
2014-12-08,2280,2300,2250,2260,Fall,30,1,1156115,262601677
2014-12-09,2260,2270,2240,2240,Fall,20,1,1444165,325208550
2014-12-10,2230,2320,2230,2310,Rise,70,3,1269435,291595602
2014-12-11,2270,2310,2270,2300,Fall,10,0,1298835,298754292
2014-12-12,2300,2330,2290,2330,Rise,30,1,1016850,235693792
2014-12-15,2290,2320,2280,2290,Fall,40,2,966010,221728512
2014-12-16,2260,2260,2200,2210,Fall,80,3,2397100,533009437
2014-12-17,2200,2280,2200,2260,Rise,50,2,1790985,402041645
2014-12-18,2280,2320,2280,2320,Rise,60,3,1272890,293366830
2014-12-19,2320,2340,2300,2300,Fall,20,1,1633815,380587902
2014-12-22,2330,2330,2320,2320,Rise,20,1,707160,164438467
2014-12-23,2330,2340,2320,2340,Rise,20,1,613495,143367845
2014-12-24,2320,2340,2320,2320,Fall,20,1,400300,93322017
2014-12-29,2310,2330,2310,2330,Rise,10,0,459805,106950352
2014-12-30,2330,2330,2320,2330,Unchnaged,0,0,761600,177556782
2015-01-02,2300,2340,2300,2330,Unchnaged,0,0,451550,105278530
2015-01-05,2320,2340,2310,2320,Fall,10,0,495690,115106860
2015-01-06,2310,2320,2300,2300,Fall,20,1,650915,150605470
2015-01-07,2320,2350,2310,2350,Rise,50,2,1461645,342161200
2015-01-08,2360,2390,2360,2390,Rise,40,2,1466635,349186780
2015-01-09,2400,2420,2390,2400,Rise,10,0,1344830,324006877
2015-01-12,2360,2390,2340,2350,Fall,50,2,898595,212067065
2015-01-13,2340,2370,2340,2360,Rise,10,1,788520,185848345
2015-01-14,2350,2380,2350,2350,Fall,10,1,801490,189111675
2015-01-15,2340,2360,2330,2340,Fall,10,0,1486745,348617252
2015-01-16,2330,2370,2310,2310,Fall,30,1,1460095,340600005
2015-01-19,2320,2340,2310,2320,Rise,10,0,931800,216794795
2015-01-20,2320,2320,2260,2300,Fall,20,1,2779960,635885757
2015-01-21,2320,2330,2270,2280,Fall,20,1,2163940,496133905
2015-01-22,2300,2310,2270,2290,Rise,10,0,1632115,373901465
2015-01-23,2320,2370,2320,2370,Rise,80,3,1685525,396810957
2015-01-26,2360,2390,2330,2370,Unchnaged,0,0,1824865,430077772
2015-01-27,2380,2400,2370,2380,Rise,10,0,1237640,295057122
2015-01-28,2380,2380,2330,2340,Fall,40,2,1480555,347439317
2015-01-29,2350,2350,2330,2340,Unchnaged,0,0,935685,218647452
2015-01-30,2340,2350,2330,2330,Fall,10,0,1344240,314944967
2015-02-02,2330,2340,2320,2340,Rise,10,0,674120,157078320
2015-02-03,2350,2360,2340,2350,Rise,10,0,927635,218628825
2015-02-04,2370,2380,2340,2350,Rise,0,0,1952920,460914987
2015-02-05,2350,2350,2320,2340,Fall,10,1,1296330,302891145
2015-02-06,2350,2350,2320,2330,Fall,10,0,1765010,412187595
2015-02-09,2320,2360,2320,2330,Rise,0,0,1305875,305544162
2015-02-10,2320,2360,2320,2330,Fall,0,0,1415005,330707702
2015-02-11,2340,2350,2330,2340,Rise,10,0,1052660,246282820
2015-02-12,2340,2380,2340,2370,Rise,30,1,2066875,488702327
2015-02-13,2390,2400,2380,2400,Rise,30,1,2399940,574953002
2015-02-16,2400,2410,2380,2400,Rise,0,0,2695985,647540665
2015-02-17,2390,2400,2390,2400,Fall,0,0,1259495,302415067
2015-02-18,2450,2520,2440,2490,Rise,90,4,4971490,1232864395
2015-02-20,2500,2560,2500,2540,Rise,50,2,1868645,474866422
2015-02-23,2540,2550,2490,2540,Fall,0,0,1779055,446728195
2015-02-24,2540,2600,2540,2560,Rise,20,1,2172315,558610532
2015-02-25,2580,2580,2560,2580,Rise,20,1,1070270,275391342
2015-02-26,2580,2600,2570,2590,Rise,10,0,1062180,274391610
2015-02-27,2610,2610,2570,2570,Fall,20,1,939215,242562215
2015-03-02,2570,2590,2570,2590,Rise,20,1,1042160,268598695
2015-03-03,2550,2590,2550,2570,Fall,20,1,838070,216124230
2015-03-04,2570,2580,2560,2560,Fall,10,0,1065625,273819630
2015-03-05,2560,2570,2550,2570,Rise,10,0,822625,211331160
2015-03-06,2570,2610,2560,2610,Rise,40,2,877805,228227897
2015-03-09,2600,2600,2570,2580,Fall,30,1,895170,231110842
2015-03-10,2570,2620,2560,2570,Fall,10,0,834935,216742265
2015-03-11,2560,2570,2540,2570,Fall,0,0,1372395,352467907
2015-03-12,2570,2600,2560,2580,Rise,10,0,683600,176410267
2015-03-13,2600,2600,2550,2550,Fall,30,1,1230095,314935077
2015-03-16,2530,2600,2530,2580,Rise,30,1,714275,184425560
2015-03-17,2580,2600,2580,2580,Rise,0,0,603875,156317762
2015-03-18,2560,2590,2520,2590,Rise,10,0,867720,223697590
2015-03-19,2610,2620,2590,2610,Rise,20,1,912600,237798947
2015-03-20,2560,2600,2560,2580,Fall,30,1,1359720,351821115
2015-03-23,2580,2590,2570,2580,Unchnaged,0,0,1081245,279318855
2015-03-24,2590,2610,2580,2600,Rise,20,1,1063015,275879085
2015-03-25,2600,2650,2590,2630,Rise,30,1,1101955,290108935
2015-03-26,2610,2650,2600,2620,Fall,10,0,1068640,282121220
2015-03-27,2580,2620,2580,2610,Fall,10,0,1242160,323842917
2015-03-30,2600,2640,2590,2600,Fall,10,0,1312755,343572497
2015-03-31,2640,2650,2620,2650,Rise,50,2,1918175,507067587
2015-04-01,2650,2690,2590,2600,Fall,50,2,1929330,504820277
2015-04-02,2630,2640,2590,2600,Unchnaged,0,0,1137280,296231320
2015-04-06,2600,2620,2590,2600,Rise,0,0,929060,241731745
2015-04-07,2620,2650,2610,2630,Rise,30,1,1149005,302973505
2015-04-08,2630,2640,2610,2620,Fall,10,1,955805,250756947
2015-04-09,2620,2630,2600,2610,Fall,10,0,396565,103724650
2015-04-10,2600,2630,2600,2600,Fall,10,0,549345,143606072
2015-04-13,2590,2610,2590,2600,Fall,0,0,1237065,321490335
2015-04-14,2590,2600,2590,2600,Unchnaged,0,0,856280,222401695
2015-04-15,2620,2620,2590,2610,Rise,10,1,734460,191650545
2015-04-16,2620,2630,2610,2620,Rise,10,0,685825,179837287
2015-04-17,2620,2630,2590,2600,Fall,20,1,906960,236524770
2015-04-20,2580,2630,2570,2630,Rise,30,1,996340,260200750
2015-04-21,2630,2640,2620,2640,Rise,10,0,437630,115170762
2015-04-22,2610,2630,2600,2630,Fall,10,0,912095,238570880
2015-04-23,2620,2620,2600,2610,Fall,20,1,1889060,493293660
2015-04-24,2610,2620,2580,2590,Fall,20,1,1498260,389143767
2015-04-27,2580,2580,2400,2400,Fall,190,7,4525195,1107972890
2015-04-28,2360,2410,2340,2370,Fall,30,1,3115155,741807382
2015-04-29,2370,2390,2250,2320,Fall,50,2,3418850,792900757
2015-04-30,2320,2400,2300,2320,Unchnaged,0,0,2350200,553097430
2015-05-04,2280,2380,2280,2320,Unchnaged,0,0,2111015,493117455
2015-05-05,2350,2390,2320,2340,Rise,20,1,2136180,503739807
2015-05-06,2330,2350,2320,2350,Rise,10,0,1624695,380028877
2015-05-07,2330,2340,2310,2320,Fall,30,1,1490380,347503162
2015-05-08,2320,2340,2320,2330,Rise,10,0,1339405,312559610
2015-05-11,2340,2360,2340,2350,Rise,20,1,858165,201544182
2015-05-12,2350,2430,2340,2400,Rise,50,2,1696120,407265365
2015-05-13,2420,2430,2400,2430,Rise,30,1,739815,179293965
2015-05-15,2450,2450,2350,2360,Fall,70,3,1329800,316697067
2015-05-18,2340,2400,2340,2400,Rise,40,2,485770,115745100
2015-05-19,2410,2450,2390,2450,Rise,50,2,1265940,307615025
2015-05-20,2480,2510,2450,2490,Rise,40,2,1181945,293946455
2015-05-21,2510,2550,2470,2550,Rise,60,2,1973210,495925970
2015-05-22,2550,2550,2480,2520,Fall,30,1,1220660,306555065
2015-05-25,2490,2500,2460,2470,Fall,50,2,1095075,271270680
2015-05-26,2440,2500,2440,2470,Rise,0,0,745325,185353145
2015-05-27,2400,2460,2390,2390,Fall,80,3,1463320,352430225
2015-05-28,2400,2410,2360,2360,Fall,30,1,1457120,346708100
2015-05-29,2340,2370,2340,2350,Fall,10,0,3158610,743624337
2015-06-01,2340,2350,2320,2340,Fall,10,0,1644545,384260387
2015-06-03,2330,2340,2250,2250,Fall,90,4,2819060,641916700
2015-06-04,2250,2260,2210,2220,Fall,30,1,1892755,422918600
2015-06-05,2200,2260,2200,2260,Rise,40,2,999645,224165252
2015-06-08,2270,2270,2170,2200,Fall,60,3,1664850,369421772
2015-06-09,2170,2170,2060,2090,Fall,110,5,3629775,763861597
2015-06-10,2090,2130,2050,2080,Fall,10,1,1908135,401447162
2015-06-11,2090,2100,2010,2020,Fall,60,3,2115130,431420827
2015-06-12,2020,2080,2010,2070,Rise,50,2,1511280,309872467
2015-06-15,2070,2070,2030,2030,Fall,40,2,1267005,258890317
2015-06-16,2050,2120,2020,2110,Rise,80,4,1650095,343347105
2015-06-17,2130,2200,2120,2200,Rise,90,4,1738375,377405010
2015-06-18,2180,2190,2130,2150,Fall,50,2,1203985,261537685
2015-06-19,2160,2210,2160,2210,Rise,60,3,1295000,284776225
2015-06-22,2230,2240,2160,2190,Fall,20,1,950090,209201420
2015-06-23,2190,2200,2140,2160,Fall,30,1,1408805,305114582
2015-06-24,2150,2170,2050,2060,Fall,100,5,2936160,617013390
2015-06-25,2050,2060,2010,2040,Fall,20,1,3470900,708436427
2015-06-26,2030,2090,2030,2090,Rise,50,3,1964935,405956610
2015-06-29,2060,2080,2040,2070,Fall,20,1,955170,197188442
2015-06-30,2060,2090,2050,2070,Fall,0,0,1967835,407994852
2015-07-01,2070,2120,2070,2110,Rise,40,2,1361140,285993005
2015-07-02,2130,2170,2110,2170,Rise,60,3,1633845,350238617
2015-07-03,2180,2180,2130,2160,Fall,10,0,1128690,243339082
2015-07-06,2120,2140,2070,2080,Fall,80,4,1052630,221150257
2015-07-07,2080,2110,2080,2090,Rise,10,1,1039795,217736005
2015-07-08,2070,2110,2040,2040,Fall,50,2,1261340,260536042
2015-07-09,2020,2070,2020,2060,Rise,20,1,951500,194801705
2015-07-10,2080,2110,2070,2090,Rise,30,2,950510,199140135
2015-07-13,2060,2100,2060,2090,Unchnaged,0,0,627060,131092517
2015-07-14,2080,2100,2070,2100,Rise,10,0,1239835,259319752
2015-07-15,2090,2090,2020,2020,Fall,80,4,1771060,361611370
2015-07-22,2060,2070,2030,2070,Rise,50,2,2400695,493918362
2015-07-23,2070,2080,2050,2050,Fall,20,1,1175205,242364135
2015-07-24,2040,2060,2000,2020,Fall,30,1,2268205,458955697
2015-07-27,2020,2020,1955,1955,Fall,65,3,1696585,335890532
2015-07-28,1940,1960,1880,1880,Fall,75,4,1806580,343963245
2015-07-29,1905,1920,1890,1900,Rise,20,1,1804985,343089577
2015-07-30,1925,1940,1860,1870,Fall,30,2,1719310,327036647
2015-07-31,1875,2000,1875,2000,Rise,130,7,2236220,439230505
2015-08-03,2020,2090,2000,2090,Rise,90,5,2505675,517412557
2015-08-04,2070,2090,2040,2080,Fall,10,0,1686165,349569935
2015-08-05,2060,2160,2060,2160,Rise,80,4,1221395,259095952
2015-08-06,2160,2170,2140,2150,Fall,10,0,1776195,383197995
2015-08-07,2130,2140,2100,2110,Fall,40,2,535630,113367537
2015-08-10,2070,2110,2060,2110,Rise,0,0,554925,116012985
2015-08-11,2150,2150,2030,2030,Fall,80,4,809575,167435195
2015-08-12,1970,2000,1930,1940,Fall,90,4,2326925,455800120
2015-08-13,1940,2050,1940,2000,Rise,60,3,2071745,417152635
2015-08-14,2020,2040,2010,2040,Rise,40,2,702510,142747420
2015-08-18,2030,2040,1960,1960,Fall,80,4,1171555,234544472
2015-08-19,1990,2010,1960,1980,Rise,20,1,778440,155091677
2015-08-20,1960,1980,1935,1945,Fall,35,2,1266405,247478430
2015-08-21,1900,1910,1885,1900,Fall,45,2,1613665,306135647
2015-08-24,1840,1865,1805,1830,Fall,70,4,2259145,413317032
2015-08-25,1850,1950,1850,1900,Rise,70,4,2351935,448651170
2015-08-26,1870,1955,1860,1950,Rise,50,3,2174835,417669052
2015-08-27,2010,2100,2000,2100,Rise,150,8,2246205,460631707
2015-08-28,2130,2160,2080,2080,Fall,20,1,2132220,452318895
2015-08-31,2060,2130,2060,2120,Rise,40,2,1858120,394709772
2015-09-01,2080,2110,2020,2020,Fall,100,5,1166030,239405540
2015-09-02,2000,2050,1975,2040,Rise,20,1,1099640,222453842
2015-09-03,2050,2060,2020,2030,Fall,10,0,856675,174902832
2015-09-04,2000,2040,1990,2010,Fall,20,1,969640,194792985
2015-09-07,2010,2010,1955,1955,Fall,55,3,803820,158520355
2015-09-08,1950,2000,1940,1985,Rise,30,2,796705,157979245
2015-09-09,2010,2020,1975,1985,Unchnaged,0,0,1699135,339062865
2015-09-10,1955,1960,1925,1930,Fall,55,3,1242030,240999847
2015-09-11,1950,1955,1920,1920,Fall,10,1,629600,121758295
2015-09-14,1945,1945,1905,1925,Rise,5,0,744025,142907600
2015-09-15,1915,1925,1905,1925,Unchnaged,0,0,754675,144609910
2015-09-16,1930,1945,1915,1920,Fall,5,0,505505,97217310
2015-09-17,1945,2010,1920,2000,Rise,80,4,1041925,205223825
2015-09-18,2010,2010,1955,1955,Fall,45,2,1150040,226683380
2015-09-21,1920,1930,1900,1905,Fall,50,3,1203575,230325395
2015-09-22,1905,1920,1855,1870,Fall,35,2,1591450,298953700
2015-09-23,1840,1840,1755,1760,Fall,110,6,3445765,615867565
2015-09-25,1740,1740,1665,1710,Fall,50,3,4154270,705656395
2015-09-28,1700,1705,1660,1660,Fall,50,3,2099815,352089095
2015-09-29,1610,1675,1595,1670,Rise,10,1,3029945,498728115
2015-09-30,1690,1740,1675,1730,Rise,60,4,3754245,643429597
2015-10-01,1745,1760,1720,1745,Rise,15,1,1536715,268110995
2015-10-02,1730,1745,1710,1735,Fall,10,1,1134395,196390527
2015-10-05,1740,1830,1740,1825,Rise,90,5,1657555,298685212
2015-10-06,1855,1925,1855,1890,Rise,65,4,2973930,563266500
2015-10-07,1925,1970,1890,1970,Rise,80,4,2353370,453912832
2015-10-08,2000,2000,1970,1995,Rise,25,1,1991905,396677447
2015-10-09,2020,2110,2010,2110,Rise,115,6,2504240,519605065
2015-10-12,2120,2170,2120,2160,Rise,50,2,1722580,370284557
2015-10-13,2140,2140,2000,2000,Fall,160,7,2039685,418822262
2015-10-15,2070,2110,2020,2020,Rise,20,1,1337360,274540005
2015-10-16,2040,2080,2030,2060,Rise,40,2,867815,178538787
2015-10-19,2080,2090,2070,2080,Rise,20,1,769855,160687920
2015-10-20,2070,2130,2060,2120,Rise,40,2,977975,206367945
2015-10-21,2140,2160,2110,2110,Fall,10,1,920260,196814032
2015-10-22,2140,2140,2110,2140,Rise,30,1,708830,150725005
2015-10-23,2180,2240,2170,2240,Rise,100,5,1372900,302870612
2015-10-26,2310,2340,2300,2320,Rise,80,4,2180040,506348310
2015-10-27,2300,2320,2270,2320,Unchnaged,0,0,1184535,272424520
2015-10-28,2290,2300,2190,2220,Fall,100,4,1382175,308213545
2015-10-29,2200,2210,2120,2150,Fall,70,3,1934735,415723662
2015-10-30,2100,2160,2090,2100,Fall,50,2,1763365,374110625
2015-11-02,2070,2100,2040,2050,Fall,50,2,1491190,307810567
2015-11-03,2110,2170,2090,2140,Rise,90,4,2094230,448088075
2015-11-04,2200,2220,2190,2210,Rise,70,3,1493370,329795105
2015-11-05,2180,2190,2140,2140,Fall,70,3,1021250,221645880
2015-11-06,2180,2190,2130,2140,Fall,0,0,570140,122962017
2015-11-09,2140,2150,2110,2110,Fall,30,1,552905,117356882
2015-11-10,2080,2130,2070,2090,Fall,20,1,1025420,216108852
2015-11-11,2080,2110,2050,2090,Rise,0,0,830470,173058792
2015-11-12,2090,2130,2090,2100,Rise,10,0,971855,205184255
2015-11-13,2090,2130,2090,2100,Unchnaged,0,0,834525,176234827
2015-11-16,2060,2110,2040,2100,Unchnaged,0,0,1023960,213653542
2015-11-17,2130,2180,2130,2180,Rise,80,4,996800,215806730
2015-11-18,2210,2210,2150,2190,Rise,10,0,1282075,280915702
2015-11-19,2190,2200,2160,2190,Rise,0,0,1079875,236620345
2015-11-20,2100,2200,2100,2200,Rise,10,0,750880,162762840
2015-11-23,2190,2230,2190,2200,Unchnaged,0,0,520280,115004912
2015-11-24,2170,2210,2170,2210,Rise,10,0,408215,89890715
2015-11-25,2230,2290,2220,2290,Rise,80,4,1046470,237293557
2015-11-26,2300,2320,2270,2290,Unchnaged,0,0,1178320,271551600
2015-11-27,2280,2290,2250,2260,Fall,30,2,971430,221026500
2015-11-30,2210,2270,2150,2150,Fall,110,5,3504890,766112980
2015-12-01,2200,2260,2200,2250,Rise,100,4,1858955,417374110
2015-12-02,2250,2260,2240,2250,Rise,0,0,1017230,229180325
2015-12-03,2230,2260,2230,2250,Unchnaged,0,0,705250,158626032
2015-12-04,2230,2260,2220,2260,Rise,10,0,1031685,232002275
2015-12-07,2240,2270,2200,2210,Fall,50,2,801480,178853420
2015-12-08,2180,2200,2170,2180,Fall,30,1,1173500,256238757
2015-12-10,2160,2190,2150,2170,Fall,10,0,1037655,225459627
2015-12-11,2170,2180,2160,2160,Fall,10,0,1038995,225316310
2015-12-14,2120,2140,2080,2130,Fall,30,1,1461580,310560947
2015-12-15,2130,2150,2110,2150,Rise,20,1,904765,193508355
2015-12-16,2170,2270,2170,2270,Rise,120,6,1483575,329399842
2015-12-17,2310,2320,2300,2310,Rise,40,2,1470260,339238162
2015-12-18,2240,2260,2170,2170,Fall,140,6,1317120,291577035
2015-12-21,2170,2220,2170,2220,Rise,50,2,549465,121137712
