Date,Close
2019-09-18,4240
2019-09-19,4220
2019-09-20,4160
2019-09-23,4180
2019-09-24,4110
2019-09-25,4080
2019-09-26,4210
2019-09-27,4180
2019-09-30,4120
2019-10-01,4070
2019-10-02,3930
2019-10-03,3810
2019-10-04,3950
2019-10-07,3900
2019-10-08,3930
2019-10-09,3960
2019-10-10,3890
2019-10-11,3920
2019-10-14,3920
2019-10-15,3940
2019-10-16,3990
2019-10-17,4050
2019-10-18,4170
2019-10-21,4120
2019-10-22,4140
2019-10-23,4180
2019-10-24,4300
2019-10-25,4230
2019-10-28,4230
2019-10-29,4230
2019-10-30,4250
2019-10-31,4210
2019-11-01,4180
2019-11-04,4160
2019-11-05,4300
2019-11-06,4160
2019-11-07,4000
2019-11-08,3990
2019-11-11,4000
2019-11-12,4000
2019-11-13,3960
2019-11-14,3940
2019-11-15,4090
2019-11-18,4120
2019-11-19,4190
2019-11-20,4220
2019-11-21,4220
2019-11-22,4210
2019-11-25,4130
2019-11-26,4150
2019-11-27,4170
2019-11-28,4050
2019-11-29,4090
2019-12-02,4210
2019-12-03,4170
2019-12-04,4130
2019-12-05,4220
2019-12-06,4170
2019-12-09,4180
2019-12-10,4170
2019-12-11,4210
2019-12-12,4250
2019-12-13,4280
2019-12-16,4330
2019-12-17,4350
2019-12-18,4400
2019-12-19,4350
2019-12-20,4360
2019-12-23,4450
2019-12-26,4410
2019-12-27,4430
2019-12-30,4400
2020-01-02,4410
2020-01-03,4420
2020-01-06,4370
2020-01-07,4400
2020-01-08,4380
2020-01-09,4400
2020-01-10,4410
2020-01-13,4510
2020-01-14,4570
2020-01-15,4580
2020-01-16,4570
2020-01-17,4630
2020-01-20,4660
2020-01-21,4670
2020-01-22,4710
2020-01-23,4740
2020-01-24,4740
2020-01-27,4650
2020-01-28,4620
2020-01-29,4620
2020-01-30,4580
2020-01-31,4460
2020-02-03,4460
2020-02-04,4560
2020-02-05,4560
2020-02-06,4550
2020-02-07,4550
2020-02-10,4500
2020-02-11,4510
2020-02-12,4530
2020-02-13,4570
2020-02-14,4550
2020-02-17,4470
2020-02-18,4400
2020-02-19,4480
2020-02-20,4560
2020-02-21,4510
2020-02-24,4490
2020-02-25,4500
2020-02-26,4480
2020-02-27,4130
2020-02-28,4190
2020-03-02,3980
2020-03-03,4100
2020-03-04,4220
2020-03-05,4150
2020-03-06,4010
2020-03-09,3750
2020-03-10,3910
2020-03-11,3910
2020-03-12,3610
2020-03-13,3720
2020-03-16,3500
2020-03-17,3260
2020-03-18,3140
2020-03-19,2930
2020-03-20,2810
2020-03-23,2620
2020-03-24,2440
2020-03-26,2940
2020-03-27,3230
2020-03-30,3010
2020-03-31,3020
2020-04-01,2930
2020-04-02,2870
2020-04-03,2890
2020-04-06,3020
2020-04-07,3030
2020-04-08,2820
2020-04-09,2790
2020-04-13,2770
2020-04-14,2900
2020-04-15,2760
2020-04-16,2610
2020-04-17,2830
2020-04-20,2780
2020-04-21,2720
2020-04-22,2790
2020-04-23,2800
2020-04-24,2630
2020-04-27,2660
2020-04-28,2590
2020-04-29,2580
2020-04-30,2730
2020-05-04,2630
2020-05-05,2630
2020-05-06,2620
2020-05-08,2590
2020-05-11,2620
2020-05-12,2490
2020-05-13,2470
2020-05-14,2350
2020-05-15,2240
2020-05-18,2170
2020-05-19,2370
2020-05-20,2480
2020-05-26,2520
2020-05-27,2630
2020-05-28,2730
2020-05-29,2950
2020-06-02,3180
2020-06-03,3100
2020-06-04,3060
2020-06-05,3110
2020-06-08,3300
2020-06-09,3210
2020-06-10,3030
2020-06-11,2970
2020-06-12,3030
2020-06-15,2900
2020-06-16,3130
2020-06-17,3100
2020-06-18,3050
2020-06-19,3100
2020-06-22,3060
2020-06-23,3010
2020-06-24,3120
2020-06-25,3060
2020-06-26,3030
2020-06-29,3040
2020-06-30,3030
2020-07-01,3060
2020-07-02,3060
2020-07-03,3050
2020-07-06,3040
2020-07-07,3030
2020-07-08,3190
2020-07-09,3140
2020-07-10,3110
2020-07-13,3160
2020-07-14,3170
2020-07-15,3130
2020-07-16,3140
2020-07-17,3100
2020-07-20,3050
2020-07-21,3150
2020-07-22,3100
2020-07-23,3140
2020-07-24,3090
2020-07-27,3150
2020-07-28,3140
2020-07-29,3120
2020-07-30,3160
2020-08-03,2990
2020-08-04,3080
2020-08-05,3080
2020-08-06,3110
2020-08-07,3110
2020-08-10,3130
2020-08-11,3190
2020-08-12,3350
2020-08-13,3330
2020-08-14,3340
2020-08-18,3520
2020-08-19,3560
2020-08-24,3640
2020-08-25,3800
2020-08-26,3740
2020-08-27,3700
2020-08-28,3690
2020-08-31,3510
2020-09-01,3610
2020-09-02,3660
2020-09-03,3580
2020-09-04,3550
2020-09-07,3510
2020-09-08,3520
2020-09-09,3410
2020-09-10,3180
2020-09-11,3250
2020-09-14,3440
2020-09-15,3330
2020-09-16,3260
2020-09-17,3200
2020-09-18,3220
2020-09-21,3190
2020-09-22,3130
2020-09-23,3080
2020-09-24,3030
2020-09-25,3160
2020-09-28,3090
2020-09-29,3040
2020-09-30,3040
2020-10-01,3160
2020-10-02,3100
2020-10-05,3160
2020-10-06,3190
2020-10-07,3120
2020-10-08,3150
2020-10-09,3150
2020-10-12,3190
2020-10-13,3280
2020-10-14,3360
2020-10-15,3310
2020-10-16,3250
2020-10-19,3280
2020-10-20,3250
2020-10-21,3240
2020-10-22,3300
2020-10-23,3290
2020-10-26,3340
2020-10-27,3360
2020-11-02,3380
2020-11-03,3380
2020-11-04,3290
2020-11-05,3490
2020-11-06,3560
2020-11-09,3690
2020-11-10,4000
2020-11-11,4120
2020-11-12,3950
2020-11-13,4000
2020-11-16,3960
2020-11-17,3960
2020-11-18,4040
2020-11-19,4040
2020-11-20,4020
2020-11-23,4080
2020-11-24,4200
2020-11-25,4320
2020-11-26,4290
2020-11-27,4270
2020-11-30,4090
2020-12-01,4240
2020-12-02,4300
2020-12-03,4400
2020-12-04,4300
2020-12-07,4400
2020-12-08,4400
2020-12-10,4330
2020-12-11,4280
2020-12-14,4280
2020-12-15,4280
2020-12-16,4320
2020-12-17,4330
2020-12-18,4280
2020-12-21,4210
2020-12-22,4130
2020-12-23,4160
2020-12-28,4250
2020-12-29,4180
2020-12-30,4170
2021-01-04,4310
2021-01-05,4270
2021-01-06,4200
2021-01-07,4280
2021-01-08,4390
2021-01-11,4650
2021-01-12,4720
2021-01-13,4790
2021-01-14,4770
2021-01-15,4580
2021-01-18,4620
2021-01-19,4620
2021-01-20,4890
2021-01-21,4790
2021-01-22,4720
2021-01-25,4780
2021-01-26,4650
2021-01-27,4620
2021-01-28,4470
2021-01-29,4180
2021-02-01,4400
2021-02-02,4360
2021-02-03,4380
2021-02-04,4490
2021-02-05,4470
2021-02-08,4460
2021-02-09,4620
2021-02-10,4650
2021-02-11,4680
2021-02-15,4710
2021-02-16,4670
2021-02-17,4630
2021-02-18,4670
2021-02-19,4790
2021-02-22,4790
2021-02-23,4790
2021-02-24,4730
2021-02-25,4730
2021-02-26,4710
2021-03-01,4830
2021-03-02,4800
2021-03-03,4850
2021-03-04,4760
2021-03-05,4770
2021-03-08,4730
2021-03-09,4580
2021-03-10,4630
2021-03-12,4580
2021-03-15,4570
2021-03-16,4720
2021-03-17,4670
2021-03-18,4760
2021-03-19,4670
2021-03-22,4630
2021-03-23,4670
2021-03-24,4670
2021-03-25,4620
2021-03-26,4720
2021-03-29,4720
2021-03-30,4500
2021-03-31,4400
2021-04-01,4290
2021-04-05,4200
2021-04-06,4200
2021-04-07,4200
2021-04-08,4350
2021-04-09,4350
2021-04-12,4210
2021-04-13,4160
2021-04-14,4350
2021-04-15,4410
2021-04-16,4340
2021-04-19,4380
2021-04-20,4310
2021-04-21,4230
2021-04-22,4200
2021-04-23,4250
2021-04-26,4140
2021-04-27,4170
2021-04-28,4130
2021-04-29,4160
2021-04-30,4050
2021-05-03,4010
2021-05-04,4060
2021-05-05,4090
2021-05-06,4110
2021-05-07,4050
2021-05-10,4050
2021-05-11,3990
2021-05-17,3900
2021-05-18,3900
2021-05-19,3870
2021-05-20,3880
2021-05-21,3890
2021-05-24,4040
2021-05-25,4060
2021-05-27,3950
2021-05-28,4070
2021-05-31,4260
2021-06-02,4260
2021-06-03,4360
2021-06-04,4340
2021-06-07,4250
2021-06-08,4200
2021-06-09,4220
2021-06-10,4300
2021-06-11,4280
2021-06-14,4350
2021-06-15,4230
2021-06-16,4010
2021-06-17,4030
2021-06-18,3910
2021-06-21,3940
2021-06-22,4040
2021-06-23,3940
2021-06-24,3990
2021-06-25,3990
2021-06-28,3930
2021-06-29,3900
2021-06-30,3940
2021-07-01,3940
2021-07-02,3990
2021-07-05,3900
2021-07-06,3890
2021-07-07,3820
2021-07-08,3870
2021-07-09,3800
2021-07-12,3760
2021-07-13,3780
2021-07-14,3710
2021-07-15,3810
2021-07-16,3840
2021-07-19,3780
2021-07-21,3820
2021-07-22,3900
2021-07-23,3870
2021-07-26,3830
2021-07-27,3800
2021-07-28,3730
2021-07-29,3770
2021-07-30,3710
2021-08-02,3740
2021-08-03,3750
2021-08-04,3850
2021-08-05,4050
2021-08-06,3930
2021-08-09,3850
2021-08-10,3820
2021-08-12,3810
2021-08-13,3870
2021-08-16,3930
2021-08-18,4070
2021-08-19,3880
2021-08-20,3930
2021-08-23,3960
2021-08-24,3890
2021-08-25,3890
2021-08-26,3870
2021-08-27,3840
2021-08-30,3940
2021-08-31,3930
2021-09-01,3890
2021-09-02,3870
2021-09-03,3930
2021-09-06,3850
2021-09-07,3910
2021-09-08,3730
2021-09-09,3730
2021-09-10,3780
2021-09-13,3700
2021-09-14,3700
2021-09-15,3660
2021-09-16,3640
2021-09-17,3610
2021-09-20,3590
2021-09-21,3570
2021-09-22,3610
2021-09-23,3770
2021-09-24,3820
2021-09-27,3750
2021-09-28,3720
2021-09-29,3740
2021-09-30,3850
2021-10-01,3900
2021-10-04,3970
2021-10-05,3930
2021-10-06,4120
2021-10-07,4120
2021-10-08,4160
2021-10-11,4180
2021-10-12,4220
2021-10-13,4280
2021-10-14,4250
2021-10-15,4320
2021-10-18,4410
2021-10-19,4400
2021-10-21,4360
2021-10-22,4400
2021-10-25,4300
2021-10-26,4350
2021-10-27,4290
2021-10-28,4240
2021-10-29,4250
2021-11-01,4230
2021-11-02,4210
2021-11-03,4290
2021-11-04,4250
2021-11-05,4240
2021-11-08,4230
2021-11-09,4250
2021-11-10,4250
2021-11-11,4250
2021-11-12,4220
2021-11-15,4160
2021-11-16,4130
2021-11-17,4200
2021-11-18,4180
2021-11-19,4280
2021-11-22,4280
2021-11-23,4210
2021-11-24,4210
2021-11-25,4220
2021-11-26,4160
2021-11-29,4170
2021-11-30,4090
2021-12-01,4080
2021-12-02,4200
2021-12-03,4170
2021-12-06,4110
2021-12-07,4230
2021-12-08,4210
2021-12-09,4190
2021-12-10,4130
2021-12-13,4160
2021-12-14,4130
2021-12-15,4200
2021-12-16,4140
2021-12-17,4110
2021-12-20,4120
2021-12-21,4080
2021-12-22,4050
2021-12-23,4100
2021-12-24,4070
2021-12-27,4060
2021-12-28,4090
2021-12-29,4080
2021-12-30,4110
2022-01-03,4180
2022-01-04,4160
2022-01-05,4210
2022-01-06,4160
2022-01-07,4190
2022-01-10,4180
2022-01-11,4150
2022-01-12,4160
2022-01-13,4190
2022-01-14,4180
2022-01-17,4210
2022-01-18,4190
2022-01-19,4130
2022-01-20,4130
2022-01-21,4170
2022-01-24,4120
2022-01-25,4070
2022-01-26,4090
2022-01-27,4140
2022-01-28,4140
2022-01-31,4070
2022-02-02,4070
2022-02-03,4130
2022-02-04,4210
2022-02-07,4400
2022-02-08,4440
2022-02-09,4450
2022-02-10,4470
2022-02-11,4450
2022-02-14,4410
2022-02-15,4430
2022-02-16,4420
2022-02-17,4400
2022-02-18,4430
2022-02-21,4490
2022-02-22,4430
2022-02-23,4480
2022-02-24,4390
2022-02-25,4550
2022-03-01,4630
2022-03-02,4560
2022-03-04,4670
2022-03-07,4520
2022-03-08,4430
2022-03-09,4570
2022-03-10,4570
2022-03-11,4400
2022-03-14,4520
2022-03-15,4610
2022-03-16,4650
2022-03-17,4650
2022-03-18,4580
2022-03-21,4590
2022-03-22,4640
2022-03-23,4650
2022-03-24,4730
2022-03-25,4710
2022-03-28,4730
2022-03-29,4690
2022-03-30,4710
2022-03-31,4660
2022-04-01,4730
2022-04-04,4700
2022-04-05,4700
2022-04-06,4600
2022-04-07,4630
2022-04-08,4610
2022-04-11,4570
2022-04-12,4610
2022-04-13,4610
2022-04-14,4540
2022-04-18,4550
2022-04-19,4570
2022-04-20,4850
2022-04-21,4800
2022-04-22,4750
2022-04-25,4840
2022-04-26,4940
2022-04-27,4850
2022-04-28,4870
2022-05-09,4530
2022-05-10,4530
2022-05-11,4490
2022-05-12,4320
2022-05-13,4250
2022-05-17,4450
2022-05-18,4450
2022-05-19,4440
2022-05-20,4430
2022-05-23,4330
2022-05-24,4460
2022-05-25,4350
2022-05-27,4540
2022-05-30,4430
2022-05-31,4630
2022-06-02,4480
2022-06-03,4520
2022-06-06,4430
2022-06-07,4400
2022-06-08,4470
2022-06-09,4490
2022-06-10,4400
2022-06-13,4340
2022-06-14,4360
2022-06-15,4450
2022-06-16,4430
2022-06-17,4370
2022-06-20,4400
2022-06-21,4380
2022-06-22,4320
2022-06-23,4310
2022-06-24,4340
2022-06-27,4280
2022-06-28,4300
2022-06-29,4180
2022-06-30,4150
2022-07-01,4140
2022-07-04,4040
2022-07-05,4090
2022-07-06,4080
2022-07-07,4050
2022-07-08,4200
2022-07-11,4120
2022-07-12,4110
2022-07-13,4060
2022-07-14,4070
2022-07-15,4110
2022-07-18,4140
2022-07-19,4110
2022-07-20,4300
2022-07-21,4310
2022-07-22,4270
2022-07-25,4250
2022-07-26,4330
2022-07-27,4320
2022-07-28,4360
2022-07-29,4360
2022-08-01,4360
2022-08-02,4400
2022-08-03,4380
2022-08-04,4360
2022-08-05,4360
2022-08-08,4370
2022-08-09,4410
2022-08-10,4310
2022-08-11,4350
2022-08-12,4320
2022-08-15,4300
2022-08-16,4280
2022-08-18,4330
2022-08-19,4300
2022-08-22,4270
2022-08-23,4300
2022-08-24,4290
2022-08-25,4270
2022-08-26,4270
2022-08-29,4250
2022-08-30,4260
2022-08-31,4340
2022-09-01,4390
2022-09-02,4450
2022-09-05,4590
2022-09-06,4560
2022-09-07,4460
2022-09-08,4600
2022-09-09,4610
2022-09-12,4560
2022-09-13,4580
2022-09-14,4580
2022-09-15,4610
2022-09-16,4500
2022-09-19,4570
2022-09-20,4490
2022-09-21,4550
2022-09-22,4560
2022-09-23,4480
2022-09-26,4540
2022-09-27,4530
2022-09-28,4520
2022-09-29,4480
2022-09-30,4490
2022-10-03,4530
2022-10-04,4640
2022-10-05,4540
2022-10-06,4510
2022-10-07,4440
2022-10-10,4370
2022-10-11,4430
2022-10-12,4400
2022-10-13,4350
2022-10-14,4270
2022-10-17,4300
2022-10-18,4290
2022-10-19,4300
2022-10-20,4390
2022-10-21,4430
2022-10-24,4500
2022-10-25,4590
2022-10-26,4530
2022-10-27,4600
2022-10-28,4630
2022-10-31,4650
2022-11-01,4660
2022-11-02,4610
2022-11-03,4650
2022-11-04,4650
2022-11-07,4690
2022-11-08,4620
2022-11-09,4650
2022-11-10,4530
2022-11-11,4650
2022-11-14,4580
2022-11-15,4580
2022-11-16,4520
2022-11-17,4670
2022-11-18,4610
2022-11-21,4590
2022-11-22,4590
2022-11-23,4670
2022-11-24,4720
2022-11-25,4750
2022-11-28,4820
2022-11-29,4850
2022-11-30,4980
2022-12-01,4940
2022-12-02,4890
2022-12-05,4890
2022-12-06,4860
2022-12-07,4760
2022-12-08,4840
2022-12-09,4800
2022-12-12,4850
2022-12-13,4970
2022-12-14,4980
2022-12-15,4910
2022-12-16,4980
2022-12-19,4970
2022-12-20,4910
2022-12-21,4890
2022-12-22,4960
2022-12-23,4880
2022-12-26,4930
2022-12-27,4870
2022-12-28,4820
2022-12-29,4870
2022-12-30,4940
2023-01-02,4870
2023-01-03,4850
2023-01-04,4770
2023-01-05,4640
2023-01-06,4620
2023-01-09,4590
2023-01-10,4430
2023-01-11,4380
2023-01-12,4500
2023-01-13,4480
2023-01-16,4520
2023-01-17,4560
2023-01-18,4600
2023-01-19,4610
2023-01-20,4650
2023-01-24,4620
2023-01-25,4560
2023-01-26,4590
2023-01-27,4640
2023-01-30,4610
2023-01-31,4580
2023-02-01,4680
2023-02-02,4600
2023-02-03,4750
2023-02-06,4740
2023-02-07,4750
2023-02-08,4790
2023-02-09,4810
2023-02-10,4860
2023-02-13,4800
2023-02-14,4870
2023-02-15,4870
2023-02-16,4870
2023-02-17,4880
2023-02-20,4880
2023-02-21,4820
2023-02-22,4760
2023-02-23,4800
2023-02-24,4760
2023-02-27,4810
2023-02-28,4670
2023-03-01,4720
2023-03-02,4780
2023-03-03,4760
2023-03-06,4790
2023-03-07,4840
2023-03-08,4840
2023-03-09,4810
2023-03-10,4820
2023-03-13,4830
2023-03-14,4710
2023-03-15,4700
2023-03-16,4730
2023-03-17,4900
2023-03-20,4880
2023-03-21,4900
2023-03-24,4770
2023-03-27,4740
2023-03-28,4770
2023-03-29,4810
2023-03-30,4750
2023-03-31,4730
2023-04-03,4800
2023-04-04,4820
2023-04-05,4830
2023-04-06,4840
2023-04-10,4860
2023-04-11,4880
2023-04-12,4930
2023-04-13,4980
2023-04-14,5075
2023-04-17,4990
2023-04-18,4950
2023-04-26,5025
2023-04-27,5150
2023-04-28,5100
2023-05-02,5150
2023-05-03,5100
2023-05-04,5150
2023-05-05,5225
2023-05-08,5100
2023-05-09,5125
2023-05-10,5150
2023-05-11,5150
2023-05-12,5150
2023-05-15,5150
2023-05-16,5200
2023-05-17,5200
2023-05-19,5400
2023-05-22,5425
2023-05-23,5500
2023-05-24,5600
2023-05-25,5475
2023-05-26,5600
2023-05-29,5550
2023-05-30,5500
2023-05-31,5575
2023-06-05,5425
2023-06-06,5450
2023-06-07,5400
2023-06-08,5475
2023-06-09,5425
2023-06-12,5400
2023-06-13,5550
2023-06-14,5550
2023-06-15,5525
2023-06-16,5550
2023-06-19,5525
2023-06-20,5550
2023-06-21,5575
2023-06-22,5475
2023-06-23,5400
2023-06-26,5450
2023-06-27,5425
2023-07-03,5475
2023-07-04,5450
2023-07-05,5450
2023-07-06,5425
2023-07-07,5375
2023-07-10,5400
2023-07-11,5425
2023-07-12,5450
2023-07-13,5450
2023-07-14,5525
2023-07-17,5575
2023-07-18,5625
2023-07-20,5625
2023-07-21,5625
2023-07-24,5600
2023-07-25,5650
2023-07-26,5675
2023-07-27,5650
2023-07-28,5700
2023-07-31,5650
2023-08-01,5700
2023-08-02,5700
2023-08-03,5700
2023-08-04,5575
2023-08-07,5700
2023-08-08,5625
2023-08-09,5700
2023-08-10,5700
2023-08-11,5650
2023-08-14,5650
2023-08-15,5575
2023-08-16,5525
2023-08-18,5575
2023-08-21,5500
2023-08-22,5575
2023-08-23,5600
2023-08-24,5550
2023-08-25,5600
2023-08-28,5550
2023-08-29,5600
2023-08-30,5525
2023-08-31,5550
2023-09-01,5575
2023-09-04,5625
2023-09-05,5625
2023-09-06,5575
2023-09-07,5450
2023-09-08,5350
2023-09-11,5425
2023-09-12,5375
2023-09-13,5400
2023-09-14,5425
2023-09-15,5375
2023-09-18,5325
2023-09-19,5375
2023-09-20,5375
2023-09-21,5350
2023-09-22,5350
2023-09-25,5300
2023-09-26,5200
2023-09-27,5225
2023-09-29,5225
2023-10-02,5250
2023-10-03,5275
2023-10-04,5250
2023-10-05,5175
2023-10-06,5175
2023-10-09,5125
2023-10-10,5175
2023-10-11,5250
2023-10-12,5300
2023-10-13,5275
2023-10-16,5250
2023-10-17,5150
2023-10-18,5150
2023-10-19,5000
2023-10-20,5050
2023-10-23,5000
2023-10-24,5100
2023-10-25,5175
2023-10-26,4920
2023-10-27,5000
2023-10-30,5000
2023-10-31,4960
2023-11-01,4830
2023-11-02,5000
2023-11-03,5100
2023-11-06,5200
2023-11-07,5250
2023-11-08,5225
2023-11-09,5200
2023-11-10,5075
2023-11-13,5025
2023-11-14,5075
2023-11-15,5250
2023-11-16,5250
2023-11-17,5225
2023-11-20,5250
2023-11-21,5200
2023-11-22,5275
2023-11-23,5350
2023-11-24,5400
2023-11-27,5350
2023-11-28,5350
2023-11-29,5300
2023-11-30,5275
2023-12-01,5350
2023-12-04,5500
2023-12-05,5450
2023-12-06,5425
2023-12-07,5475
2023-12-08,5375
2023-12-11,5300
2023-12-12,5325
2023-12-13,5300
2023-12-14,5550
2023-12-15,5550
2023-12-18,5500
2023-12-19,5550
2023-12-20,5550
2023-12-21,5575
2023-12-22,5675
2023-12-27,5625
2023-12-28,5725
2023-12-29,5725
2024-01-02,5675
2024-01-03,5600
2024-01-04,5700
2024-01-05,5750
2024-01-08,5625
2024-01-09,5700
2024-01-10,5700
2024-01-11,5750
2024-01-12,5850
2024-01-15,5825
2024-01-16,5825
2024-01-17,5775
2024-01-18,5750
2024-01-19,5800
2024-01-22,5775
2024-01-23,5700
2024-01-24,5650
2024-01-25,5525
2024-01-26,5425
2024-01-29,5575
2024-01-30,5625
2024-01-31,5700
2024-02-01,5750
2024-02-02,5850
2024-02-05,5775
2024-02-06,5825
2024-02-07,5850
2024-02-12,6025
2024-02-13,6000
2024-02-15,6125
2024-02-16,6150
2024-02-19,6100
2024-02-20,6300
2024-02-21,6300
2024-02-22,6250
2024-02-23,6125
2024-02-26,6175
2024-02-27,6125
2024-02-28,6225
2024-02-29,6125
2024-03-01,6125
2024-03-02,
2024-03-03,
2024-03-04,
2024-03-05,
2024-03-06,
